Date,Headline,Summary
Hardball with Chris Matthews - 7:14 PM 10/02/2018,NYT: Kavanaugh letter shows friend circle had a culture of...,"A letter obtained by the New York Times depicts Kavanaugh in high school as ""a member of small clique of football players who dominated Georgetown Prep's work-hard, play-hard culture. His circle celebrated a culture of heavy drinking, even by the"
Deadline: White House - 6:33 PM 10/02/2018,‘Outright Fraud:’ Bombshell NYT investigation obliterates...,"NYT’s David Barstow, Daily Beast’s Sam Stein, former DOJ spokesman Matt Miller, NBC’s Heidi Przybyla, WaPo’s Ashley Parker and Jennifer Rubin on the in-depth investigation detailing the alleged Trump family tax schemes"
Deadline: White House - 6:31 PM 10/02/2018,Trump laments ‘scary time’ for men as Dems scrutinize...,Former RNC chairman Michael Steele and NBC’s  Heidi Przybyla on the latest fallout in the Kavanaugh nomination fight and Trump’s latest airing of grievances
Steve Benen The Rachel Maddow Show - 5:30 PM 10/02/2018,"Tuesday's Mini-Report, 10.2.18",Today's edition of quick hits.
Steve Benen The Rachel Maddow Show - 4:21 PM 10/02/2018,Why Donald Trump thinks 'it's a scary time' for some Americans,Donald Trump doesn't appear to appreciate why he's such a poor messenger for this particular message.
4:20 PM 10/02/2018,Sen. Blumenthal on Kavanaugh: 'Issues of credibility are...,"Democratic Senator Richard Blumenthal of Connecticut tells Katy Tur that in order to vote on Brett Kavanaugh, the FBI report must be done and made public with sufficient time to review it. He also says that this is the most important vote that he will"
3:00 PM 10/02/2018,President Trump’s delivered promises,The trade deal is widely considered a win for President Trump. Ali Velshi and Stephanie Ruhle are joined by Republican strategist Rick Tyler to break down other campaign promises he’s delivered on so far and who is winning from them.
2:58 PM 10/02/2018,What the USMCA means for dairy farmers in Canada and the U.S.,Watch Stephanie Ruhle and Ali Velshi dig in to President Trump’s new trade deal that addresses a long-time battle between the U.S. and Canada over dairy products and how it will affect both countries. Weighing in: Vaughn Hillyard.
2:55 PM 10/02/2018,New DHS report details what happened before families were...,The Inspector General at the Department of Homeland Security released a new report that shows what happened behind the scenes before the Trump administration separated migrant families at the border. NBC’s Pete Williams joins Ali Velshi and Stephanie
Steve Benen The Rachel Maddow Show - 12:50 PM 10/02/2018,Trump's 'new' trade deal isn't as new as he seems to think,"""It's not NAFTA redone,"" Trump said yesterday. ""It's a brand-new deal."" No, actually it's not."
Steve Benen The Rachel Maddow Show - 11:27 AM 10/02/2018,"Despite racially charged writings, CFPB official wants to stay","Eric Blankenstein, a policy director at the CFPB, enforces anti-discrimination laws. It makes his racially charged online history a real problem."
Morning Joe  - 11:17 AM 10/02/2018,'Fifth Risk' looks at lack of preparation of Trump appointees,"Author Michael Lewis joins Morning Joe to discuss his new book 'The Fifth Risk,' which looks at the Trump administration and a federal government in peril under Trump."
MSNBC Live with Stephanie Ruhle - 11:16 AM 10/02/2018,Republican leaders say FBI only has days to investigate Kavanaugh,The FBI is racing to finish the investigation into Brett Kavanaugh’s background. The president and Republican leaders say they only have a few days left to get it done. Stephanie Ruhle breaks down what the FBI is looking at.
Steve Benen The Rachel Maddow Show - 10:45 AM 10/02/2018,Trump's boasts about commanding global respect appear ridiculous,Donald Trump is convinced he's single-handedly restored international respect in the United States and the American presidency. He's actually done the opposite.
MSNBC Live with Stephanie Ruhle - 10:37 AM 10/02/2018,USMCA gives U.S. dairy farmers better access to Canada’s dairy...,A big part of President Trump’s new trade deal includes giving U.S. dairy farmers greater access to Canada’s dairy market. Stephanie Ruhle is joined by Vaughn Hillyard at the largest conference for dairy farmers in the world for their reaction. Weighing
MSNBC Live with Stephanie Ruhle - 10:33 AM 10/02/2018,"Gov. Kasich: Trump won the election, but he didn't win long-term","President Trump hit the campaign trail last night to take a victory lap over his new trade deal. Stephanie Ruhle is joined by Ohio’s Republican Governor John Kasich. The two discuss the USMCA, Judge Kavanaugh, and the long term effects of President Trump"
MSNBC Live with Stephanie Ruhle - 10:13 AM 10/02/2018,Alleged Kavanaugh witnesses interviewed by the FBI,"The president says anyone can be interviewed, as long as it’s over by the end of the week. Stephanie Ruhle is joined by attorney Midwin Charles, MSNBC Political Analyst Elise Jordan and Princeton professor Eddie Glaude to discuss whether the FBI is truly"
Steve Benen The Rachel Maddow Show - 9:20 AM 10/02/2018,Damaging new details emerge on Trump's response to Stormy Daniels,Donald Trump has said quite a bit about his alleged extra-marital affair with Stormy Daniels. Almost everything he's claimed has turned out to be untrue.
Steve Benen The Rachel Maddow Show - 8:40 AM 10/02/2018,The White House keeps editing its transcripts in curious ways,It's hard to give Team Trump the benefit of the doubt when politically convenient edits to White House transcripts keeps happening.
Morning Joe  - 7:56 AM 10/02/2018,Trump directed effort to keep Stormy Daniels quiet: WSJ,"The Wall Street Journal reports President Trump personally directed an effort in February to stop Stormy Daniels from publicly describing an alleged sexual encounter with Mr. Trump, people familiar with the events say."
Morning Joe  - 7:44 AM 10/02/2018,"Despite Trump's antics, momentum somehow on his side","Is the momentum still for nominating Brett Kavanaugh to the Supreme Court? Despite his antics, could the president still be re-elected in 2020? The panel discusses."
Morning Joe  - 6:41 AM 10/02/2018,What new text messages reveal about Kavanaugh allegations,"In the days leading up to a public allegation that Supreme Court nominee Brett Kavanaugh exposed himself to a college classmate, the judge and his team were communicating behind the scenes with friends to refute the claim, according to text messages..."
Morning Joe  - 6:38 AM 10/02/2018,"WH authorizes FBI expansion, but what will be found?",The president has now authorized the FBI to expand its investigation into sexual misconduct allegations facing Brett Kavanaugh as long as the interviews are wrapped up by this week. The Morning Joe panel discusses.
The 11th Hour with Brian Williams - 11:40 PM 10/01/2018,Trump says his new deal torches NAFTA. But is it really dead?,"The president took a victory lap announcing a new trade deal between the U.S., Mexico, & Canada. It still has to be approved, but is it as different from NAFTA as Trump says? We talk to Daniel Dale of The Toronto Star."
The 11th Hour with Brian Williams - 11:33 PM 10/01/2018,Did WH transcript misquote Trump to erase jab at female reporter?,"Taking questions on the controversy over judge Kavanaugh, Trump seemed to tell a female reporter, 'I know you're not thinking. You never do.' But that's not what's on the official transcript. Kimberly Atkins & Philip Rucker join to discuss."
The 11th Hour with Brian Williams - 11:18 PM 10/01/2018,New concerns over whether Brett Kavanaugh lied to Senate panel,"After pressure from Democrats, the White House reportedly expanded the scope of the FBI's Kavanaugh investigation. Meanwhile, NBC News reports text messages seem to show Kavanaugh & his team attempted to discredit one of the women accusing him. Our panel"
The Last Word with Lawrence O'Donnell - 11:06 PM 10/01/2018,Lawrence: Kavanaugh's drunk behavior matters to FBI investigation,Some of Kavanaugh's former Yale classmates reveal more into his belligerent and aggressive behavior when drunk.  NBC News also obtained text messages from some classmates that show Kavanagh knew of Deborah Ramirez's accusations before they were...
The Last Word with Lawrence O'Donnell - 11:06 PM 10/01/2018,Flake continues to put pressure on White House,John Heilemann reveals Jeff Flake's behind the scenes role in pushing the White House to broaden the FBI investigation into Judge Brett Kavanaugh. Ruth Marcus also joins Lawrence.
The Rachel Maddow Show - 9:58 PM 10/01/2018,"Manafort talking with Mueller, as outlined in plea agreement",Joy Reid notes reporting that a Robert Mueller prosecutor was seen with Paul Manafort's lawyers at the same time it was reported that Manafort was making good on the cooperation part of his plea agreement.
The Rachel Maddow Show - 9:44 PM 10/01/2018,Trump casual insult of female reporter illustrates political gulf,Joy Reid shares video of Donald Trump casually accusing a reporter of never thinking as he called on her to ask a question as a press conference.
The Rachel Maddow Show - 9:25 PM 10/01/2018,Trump tweets irrelevant to actual FBI directives on Kavanaugh,"Frank Figliuzzi, former FBI assistant director for counterintelligence, talks with Joy Reid about how the FBI receives directives (not by tweet), and outward signs of when the FBI is conducting an actual unfettered investigation."
Hardball with Chris Matthews - 8:00 PM 10/01/2018,Matthews: Kavanaugh is keeping the truth from us,"Chris says that at every stage, the goal has been to keep the public from knowing the truth about the man who could spend the rest of his days sitting in judgment of us."
The Beat With Ari Melber - 7:53 PM 10/01/2018,Key witness in Kavanaugh allegation interviewed by FBI,"A key friend of Brett Kavanaugh, Mark Judge, has now been interviewed by the FBI. Dr. Ford has named Mark Judge as a witness to her alleged assault by Kavanaugh. Ari Melber breaks down what we know about Judge and his relationship with Kavanaugh and..."
The Beat With Ari Melber - 7:52 PM 10/01/2018,Sen. Blumenthal: Kavanaugh testimony is contradicted by facts,"President Trump has essentially backed down in the fight over his Supreme Court nominee, Brett Kavanaugh and is now calling for an expanded FBI investigation into his background. Senator Richard Blumenthal tells Ari Melber that Kavanaugh’s statements..."
Hardball with Chris Matthews - 7:42 PM 10/01/2018,Will a 'Kavanaugh Wave' help Democrats or Republicans?,"The country is closely following the Brett Kavanaugh saga, but will it sway voters in November?"
Hardball with Chris Matthews - 7:20 PM 10/01/2018,Poll: Nearly half oppose Kavanaugh nomination,"In a new Quinnipiac poll, 48% of Americans say that Judge Kavanaugh should not be confirmed to the Supreme Court, while 42% say he should be confirmed."
Hardball with Chris Matthews - 7:15 PM 10/01/2018,Julie Swetnick: Kavanaugh was a ‘very mean drunk’,"Brett Kavanaugh's third accuser, Julie Swetnick, is speaking out in an interview with NBC News."
