Date,Headline,Summary
"Nov 29, 2018",Trump cancels meeting with Putin as he heads to G-20 summit,"President Donald Trump abruptly canceled a planned meeting with Russian President Vladimir Putin as he headed to the Group of 20 Nations summit Thursday, citing Russia's seizure of Ukrainian vessels as a source of tension in a relationship he has fostered in the face of criticism."
"Nov 29, 2018",Trump and the Argentina G20 summit: What to know about the large gathering of world leaders,World leaders are descending on Buenos Aires for the two-day G20 summit.
"Nov 29, 2018",Financial industry braces for Maxine Waters’ ascent on key committee,"The banking and financial sectors are anxiously bracing for firebrand California Rep. Maxine Waters to claim the chairmanship of the House Financial Services Committee, unsure of what her leadership on the key panel will mean. "
"Nov 29, 2018",Cohen deal signals Mueller probe's intensifying focus on Trump: ‘In search of a crime?’,"A Moscow real estate deal that Michael Cohen on Thursday admitted lying about when he was President Trump's lawyer was also the subject of a question Robert Mueller put to the president under oath, raising speculation the special counsel is intensifying his focus on the commander-in-chief as his probe enters its final phase."
"Nov 29, 2018",CNN’s Marc Lamont Hill's anti-Israel comments are a rallying cry for the end of the Jewish state,"CNN has a responsibility to fire commentator Marc Lamont Hill, who embraced a hate-filled call for the destruction of Israel as the world’s only Jewish state in a speech Wednesday at the United Nations."
"Nov 29, 2018",Trump is winning on trade -- Don't let the 'experts' fool you,The U.S. has hemorrhaged middle-class manufacturing jobs for more than a generation thanks to bad trade policies. President Trump is changing that.
"Nov 29, 2018",Anne Hathaway says 'my country gassed children' in post against use of tear gas at border,The actress speaks out against treatment of migrants at the border.
"Nov 29, 2018",‘The View’ host Joy Behar declares ‘today is a good day for Donald Trump to resign’,ABC News’ “The View” co-host Joy Behar declared on Thursday that it would be “a good day for Donald Trump to resign.”
"Nov 29, 2018",Jim Jordan bows out of running for top GOP Judiciary post,"Rep. Jim Jordan, R-Ohio, ended his bid on Thursday to be the ranking member of the House Judiciary Committee in the next Congress."
"Nov 29, 2018",China is using 'economic espionage' and 'theft' to grab US technology,A new report issued by several prominent experts on Chinese and American foreign policy claims that China is using a range of methods to misappropriate U.S. technology.
"Nov 29, 2018",This is CNN? Marc Lamont Hill’s anti-Israel comments don’t jibe with network’s anti-hate coverage,Someone at CNN must have forgotten to tell Marc Lamont Hill about the cable news channel’s vaunted campaign against “America’s state of hate” in time to stop the ubiquitous contributor from calling for a violent uprising against Israel in a vile speech to the UN.
"Nov 29, 2018",US consumer spending up strong 0.6 percent in October,"Consumers boosted their spending in September at the fastest pace in seven months, while their incomes rose by the largest amount in nine months."
"Nov 29, 2018",Trump cancels meeting at G20 with Putin over Ukraine tensions,"President Trump announced he is nixing a meeting with Russian President Vladimir Putin at the G20 summit in Argentina on Saturday, in the wake of the seizure of Ukrainian ships and crews in the Black Sea by Russia."
"Nov 29, 2018",Michael Sheen says Sarah Silverman split was due to Brexit and Donald Trump presidency,The Welsh actor opens up about his split with Silverman.
"Nov 29, 2018",Tammy Bruce: Streisand accuses Trump of misogyny while liberals turn on their own,Another celebrity woman is making news as she accuses President Trump of the misogyny in which she is wading.
"Nov 29, 2018","Trump judicial nominees stall on Hill, as Flake digs in over Mueller plan","Confirmation proceedings for President Trump’s judicial nominees have partially stalled on Capitol Hill, as outgoing Arizona GOP Sen. Jeff Flake is standing firm in his vow to oppose all Trump nominations until the Senate votes on legislation to protect Special Counsel Robert Mueller’s probe."
"Nov 29, 2018",Washington Post admits gaffe after putting story on Kavanaugh coaching basketball in ‘Public Safety’ section,The Washington Post admitted it made a blunder on Wednesday by placing a story about Supreme Court Justice Brett Kavanaugh coaching youth basketball under the “Public Safety” section online. 
"Nov 29, 2018",Mexican crime data may undercut migrant caravan asylum claims: 'You don't pick and choose',"Thousands of Hondurans have made the treacherous trip through Mexico to the southern U.S. border, saying they are fleeing gang violence, but some immigration experts say Mexican crime data may undermine their case for asylum -- with the caravan passing through several states with lower murder rates than many U.S. cities."
"Nov 29, 2018",Taylor Swift named 2018's most influential person on Twitter," Taylor Swift only tweeted 13 times in 2018 — but boy, did she make those tweets count."
"Nov 29, 2018","Al Gore calls Donald Trump the 'face of climate denial,' says Americans are tired of president's 'constant craziness'","Former Vice President Al Gore called President Trump the ""face of climate denial"" during his appearance on “The Daily Show” Wednesday night."
"Nov 29, 2018",Trump invites Brazil President-elect Bolsonaro to visit US,President Donald Trump is inviting the incoming president of Brazil to visit the United States.
"Nov 29, 2018",World leaders arriving to pivotal G-20 summit in Argentina,"World leaders began arriving in Buenos Aires on Thursday for the summit of the globe's largest economies, with attention expected to focus on issues including a trade war between the United States and China, a new North American trade deal and the conflict in Ukraine."
"Nov 29, 2018","NASA says Lockheed Martin, 8 other companies will help bring astronauts back to the Moon and Mars",NASA announced that Lockheed Martin and eight other companies will compete for $2.6 billion worth of contracts to help take American astronauts back to the Moon and Mars.
"Nov 29, 2018",President Trump's private plane clipped by aircraft at LaGuardia Airport,We can only hope the offending pilot left a nice note on the windshield.
"Nov 29, 2018",Ex-Trump attorney Michael Cohen pleads guilty to lying to Congress in Russia probe,"Michael Cohen, President Trump’s former personal attorney, pleaded guilty Thursday to making false statements to Congress about a Trump real estate project in Russia, reportedly as part of Special Counsel Robert Mueller’s investigation."
"Nov 29, 2018",Tucker Carlson: The word 'Russia' eliminates all rational thought in journalists,"After two long years of the most expensive and wide-ranging independent counsel investigation in a generation, we should be close to nabbing those dastardly secret agents from Russia who supposedly hacked our presidential election. But no. Robert Mueller's prosecutors are instead threatening elderly men with life in prison for petty crimes that have nothing to do with spying or Russia or anything else that threatens this country."
"Nov 29, 2018",Laura Ingraham: Barack Obama's failed reset,"Tuesday night, Barack Obama visited the Baker Institute at Rice University in Houston, Texas, and he came off as a man who is obsessed with himself and obsessed with taking credit for another guy's (Trump's) success."
"Nov 29, 2018","Trump-Putin meeting at G-20 Summit is a go, Kremlin official confirms: report  ","President Donald Trump is slated to sit down one-on-one with Russian President Vladimir Putin at the G-20 Summit in Argentina this Saturday, The Washington Post reported, citing a Kremlin official who spoke with Washington."
